customer_id,first_name,last_name,state,city,signup_date,customer_segment
C00179,Henry,Green,NSW,Central Coast,2024-11-21,Premium
C00180,Harper,Martin,QLD,Gold Coast,2024-01-01,Premium
C00181,Oliver,Williams,QLD,Townsville,2023-01-11,Premium
C00182,Thomas,Clark,VIC,Ballarat,2024-09-16,Regular
C00183,Benjamin,Lee,NSW,Wollongong,2022-07-13,Budget
C00184,William,Clark,NSW,Central Coast,2024-08-15,Regular
C00185,Benjamin,Singh,NSW,Central Coast,2022-12-15,Regular
C00186,Isla,Scott,QLD,Brisbane,2024-10-24,Budget
C00187,Jack,Chen,SA,Adelaide,2024-10-26,Budget
C00188,Ruby,Chen,NSW,Wollongong,2022-03-08,Premium
C00189,James,Lewis,QLD,Sunshine Coast,2023-11-20,Regular
C00190,Oliver,Johnson,NSW,Wollongong,2023-04-01,Budget
C00191,Sophia,Allen,NSW,Wollongong,2024-05-23,Premium
C00192,Amelia,Hall,NSW,Central Coast,2023-01-26,Budget
C00193,Jack,Wright,NSW,Sydney,2022-03-16,Budget
C00194,Ethan,Thomas,QLD,Townsville,2024-07-16,Regular
C00195,Daniel,Singh,NSW,Sydney,2023-12-19,Regular
C00196,Jack,Lee,NSW,Central Coast,2023-07-01,Regular
C00197,Emma,Chen,NSW,Wollongong,2024-11-01,Regular
C00198,Noah,Wilson,WA,Bunbury,2023-02-09,Premium
C00199,Noah,Brown,NSW,Sydney,2023-02-14,Budget
C00200,Lucas,Lewis,NSW,Newcastle,2023-08-05,Regular
C00201,Ava,Scott,QLD,Townsville,2024-09-15,Budget
C00202,Sophia,Jones,VIC,Melbourne,2024-02-28,Premium
C00203,Jack,Wright,QLD,Gold Coast,2023-11-26,Regular
C00204,Grace,Nguyen,VIC,Ballarat,2024-06-20,Budget
C00205,Benjamin,Allen,NSW,Wollongong,2022-06-24,Budget
C00206,Liam,Hall,VIC,Geelong,2024-10-05,Budget
C00207,Isla,Young,VIC,Geelong,2024-07-31,Regular
C00208,Ava,Hall,VIC,Geelong,2022-09-21,Regular
C00209,Ava,Wilson,SA,Adelaide,2022-12-20,Budget
C00210,Olivia,Wilson,VIC,Geelong,2022-01-12,Premium
C00211,Oliver,Martin,NSW,Newcastle,2024-09-18,Regular
C00212,Emma,Lee,NSW,Central Coast,2024-05-13,Regular
C00213,Harper,Ryan,VIC,Ballarat,2024-04-17,Premium
C00214,Grace,Smith,NSW,Sydney,2024-05-03,Regular
C00215,Noah,Lee,NSW,Central Coast,2023-09-01,Regular
C00216,Amelia,King,QLD,Townsville,2021-10-29,Budget
C00217,Chloe,Robinson,NSW,Newcastle,2022-12-16,Premium
C00218,Harper,Ryan,QLD,Townsville,2024-10-06,Premium
C00219,Grace,Scott,QLD,Brisbane,2022-01-21,Budget
C00220,Jack,Walker,QLD,Gold Coast,2023-10-29,Regular
C00221,Noah,Thompson,VIC,Bendigo,2023-08-26,Regular
C00222,Lucas,Green,VIC,Ballarat,2023-07-07,Budget
C00223,Noah,Lewis,VIC,Melbourne,2021-11-22,Regular
C00224,Alexander,Robinson,QLD,Gold Coast,2024-07-14,Regular
C00225,Lucas,Young,VIC,Melbourne,2023-09-20,Regular
C00226,James,Brown,VIC,Melbourne,2023-01-11,Premium
C00227,Jack,Wright,VIC,Geelong,2022-04-13,Premium
C00228,Chloe,White,NSW,Wollongong,2022-01-22,Budget
C00229,Grace,Robinson,WA,Bunbury,2024-11-25,Premium
C00230,Lily,Young,NSW,Wollongong,2021-07-30,Regular
C00231,Benjamin,Wilson,NSW,Wollongong,2023-05-20,Regular
C00232,Grace,Smith,VIC,Bendigo,2021-10-21,Regular
C00233,Amelia,Taylor,NSW,Newcastle,2023-07-11,Regular
C00234,Ruby,Jones,VIC,Ballarat,2024-08-06,Premium
C00235,Lucas,Walker,NSW,Sydney,2021-11-15,Regular
C00236,Zoe,Ryan,VIC,Bendigo,2023-09-27,Regular
C00237,Lucas,Kelly,NSW,Central Coast,2022-01-14,Regular
C00238,Sebastian,Jones,VIC,Ballarat,2021-09-02,Regular
C00239,Zoe,Martin,NSW,Wollongong,2022-08-07,Budget
C00240,Thomas,Taylor,NSW,Sydney,2021-06-16,Regular
C00241,Lucas,Hall,NSW,Newcastle,2024-03-21,Premium
C00242,Harper,Green,VIC,Bendigo,2021-08-26,Regular
C00243,Mia,Clark,NSW,Wollongong,2024-08-23,Regular
C00244,Amelia,Taylor,QLD,Sunshine Coast,2022-01-22,Regular
C00245,Mason,Nguyen,WA,Bunbury,2023-12-30,Budget
C00246,Mia,Ryan,NSW,Sydney,2022-10-12,Regular
C00247,Zoe,Taylor,NSW,Wollongong,2023-04-27,Regular
C00248,Ruby,Young,NSW,Sydney,2024-05-22,Premium
C00249,Sophia,Johnson,VIC,Geelong,2022-09-27,Regular
C00250,Zoe,Chen,NSW,Newcastle,2021-11-02,Regular
C00251,Sebastian,Thompson,VIC,Bendigo,2024-07-31,Premium
C00252,Emma,Lee,WA,Bunbury,2023-03-10,Regular
C00253,James,Ryan,VIC,Ballarat,2022-12-15,Premium
C00254,James,Allen,NSW,Central Coast,2023-12-13,Regular
C00255,Mia,Harris,NSW,Sydney,2024-11-11,Premium
C00256,Chloe,Chen,QLD,Brisbane,2023-12-09,Budget
C00257,Liam,Harris,NSW,Central Coast,2024-03-23,Regular
C00258,Oliver,Jones,NSW,Wollongong,2021-11-20,Premium
C00259,Sebastian,Taylor,NSW,Central Coast,2023-11-17,Premium
C00260,Amelia,Singh,VIC,Ballarat,2023-08-03,Regular
C00261,Alexander,Singh,QLD,Sunshine Coast,2021-10-13,Regular
C00262,Amelia,Williams,VIC,Ballarat,2024-10-17,Budget
C00263,Grace,Clark,QLD,Gold Coast,2023-05-18,Regular
C00264,Emma,Anderson,QLD,Gold Coast,2024-10-01,Budget
C00265,Isla,Lewis,VIC,Ballarat,2022-02-17,Premium
C00266,Olivia,Nguyen,NT,Darwin,2023-10-16,Premium
C00267,Henry,Johnson,NSW,Newcastle,2023-05-01,Budget
C00268,Benjamin,Hall,NSW,Newcastle,2022-04-14,Regular
C00269,Sebastian,Wilson,NSW,Sydney,2023-04-21,Budget
C00270,Lily,Young,QLD,Gold Coast,2022-04-29,Regular
C00271,James,Singh,QLD,Gold Coast,2023-11-14,Regular
C00272,Daniel,Hall,QLD,Townsville,2024-11-02,Regular
C00273,Ethan,Lee,VIC,Geelong,2023-02-24,Budget
C00274,Chloe,Harris,SA,Adelaide,2023-06-24,Premium
C00275,Thomas,Taylor,VIC,Ballarat,2023-07-23,Premium
C00276,Liam,Chen,WA,Bunbury,2022-03-11,Budget
C00277,Lily,Wright,VIC,Ballarat,2024-07-10,Budget
C00278,Oliver,Martin,VIC,Melbourne,2023-01-05,Regular
C00279,Mason,White,VIC,Geelong,2023-11-13,Regular
C00280,Mia,Ryan,WA,Fremantle,2021-07-25,Regular
C00281,Olivia,Thompson,VIC,Bendigo,2021-11-15,Regular
C00282,William,Green,SA,Mount Gambier,2022-03-27,Regular
C00283,Henry,Harris,WA,Bunbury,2022-03-12,Budget
C00284,Isla,Wilson,QLD,Brisbane,2021-07-09,Regular
C00285,Jack,Anderson,VIC,Bendigo,2022-01-14,Budget
C00286,Sebastian,Harris,NSW,Newcastle,2023-10-08,Premium
C00287,Grace,Ryan,NSW,Central Coast,2024-10-05,Premium
C00288,Sebastian,Nguyen,VIC,Geelong,2023-01-18,Regular
C00289,Emma,Ryan,NSW,Central Coast,2022-06-19,Premium
C00290,Ethan,Ryan,ACT,Canberra,2024-05-13,Premium
C00291,Mia,Nguyen,VIC,Bendigo,2024-01-19,Regular
C00292,James,White,NSW,Sydney,2023-06-02,Budget
C00293,Amelia,Wilson,QLD,Brisbane,2024-09-04,Budget
C00294,Lucas,Harris,NSW,Wollongong,2022-05-25,Budget
C00295,Emma,Clark,ACT,Canberra,2022-06-09,Budget
C00296,Liam,Hall,QLD,Townsville,2021-08-15,Regular
C00297,Ella,Thomas,NSW,Sydney,2023-03-09,Budget
C00298,Grace,Johnson,ACT,Canberra,2022-11-01,Regular
C00299,Ethan,Nguyen,NSW,Sydney,2023-04-11,Regular
C00300,Mia,Thompson,VIC,Bendigo,2023-11-18,Budget
C00301,Ethan,Ryan,ACT,Canberra,2024-03-15,Regular
C00302,Sebastian,Allen,NSW,Sydney,2023-10-18,Regular
C00303,Amelia,Singh,NSW,Wollongong,2023-03-20,Regular
C00304,Oliver,Clark,NSW,Central Coast,2024-10-17,Budget
C00305,Mason,Nguyen,VIC,Bendigo,2021-08-26,Budget
C00306,Ethan,Jones,QLD,Townsville,2022-12-15,Premium
C00307,Daniel,Singh,NSW,Central Coast,2023-06-15,Premium
C00308,Lucas,Hall,NSW,Sydney,2022-03-20,Budget
C00309,Grace,Nguyen,VIC,Geelong,2021-10-16,Regular
C00310,Harper,Nguyen,VIC,Melbourne,2024-10-22,Regular
C00311,James,Thomas,VIC,Melbourne,2024-08-19,Regular
C00312,Olivia,Lewis,NSW,Wollongong,2022-10-25,Budget
C00313,Zoe,Martin,NSW,Central Coast,2024-07-25,Regular
C00314,Mason,Lee,QLD,Gold Coast,2024-11-05,Regular
C00315,Ruby,Clark,NSW,Newcastle,2021-10-30,Regular
C00316,Lily,Williams,VIC,Melbourne,2023-03-17,Premium
C00317,Lily,Clark,VIC,Ballarat,2023-02-05,Budget
C00318,Noah,Johnson,SA,Adelaide,2023-06-11,Premium
C00319,Alexander,Kelly,WA,Perth,2024-03-08,Regular
C00320,Emma,Anderson,VIC,Geelong,2024-11-05,Budget
C00321,Thomas,Allen,VIC,Bendigo,2024-05-12,Regular
C00322,Harper,Harris,VIC,Geelong,2023-03-12,Premium
C00323,Zoe,Robinson,QLD,Sunshine Coast,2022-02-18,Budget
C00324,Mason,Wright,QLD,Gold Coast,2022-02-20,Regular
C00325,Oliver,Taylor,NSW,Sydney,2024-04-27,Regular
C00326,Ella,Scott,VIC,Geelong,2023-05-10,Budget
C00327,Alexander,Martin,NSW,Sydney,2022-10-27,Regular
C00328,Ella,Chen,NSW,Wollongong,2024-11-10,Premium
C00329,Daniel,Scott,NSW,Newcastle,2022-05-17,Premium
C00330,Grace,Young,QLD,Brisbane,2021-07-29,Regular
C00331,Grace,Smith,VIC,Geelong,2024-08-15,Regular
C00332,Ethan,Hall,VIC,Ballarat,2023-02-09,Regular
C00333,Liam,Taylor,QLD,Sunshine Coast,2023-12-16,Regular
C00334,Sebastian,Wilson,VIC,Bendigo,2024-01-08,Regular
C00335,Ava,Young,NSW,Wollongong,2023-05-09,Budget
C00336,Noah,Martin,VIC,Melbourne,2023-03-16,Regular
C00337,Mia,Wright,VIC,Geelong,2021-12-16,Regular
C00338,Mason,Kelly,QLD,Gold Coast,2022-04-24,Budget
C00339,Ella,Harris,QLD,Gold Coast,2022-04-23,Regular
C00340,Mia,Ryan,VIC,Ballarat,2024-03-15,Regular
C00341,Liam,Jones,VIC,Geelong,2022-08-15,Premium
C00342,Benjamin,Brown,NSW,Central Coast,2023-01-07,Premium
C00343,James,Jones,VIC,Ballarat,2023-06-20,Budget
C00344,Emma,Thomas,VIC,Geelong,2023-06-13,Premium
C00345,Noah,Wilson,VIC,Ballarat,2024-11-28,Premium
C00346,Amelia,Robinson,ACT,Canberra,2023-07-05,Budget
C00347,Mia,Ryan,SA,Adelaide,2022-07-13,Premium
C00348,Ethan,Lee,NSW,Sydney,2022-03-08,Budget
C00349,Ava,Thompson,VIC,Geelong,2024-10-24,Budget
C00350,Sebastian,Lewis,SA,Mount Gambier,2022-04-29,Regular
C00351,Ella,Robinson,WA,Bunbury,2023-04-20,Premium
C00352,James,Thompson,VIC,Ballarat,2024-01-29,Budget
C00353,Ruby,Lewis,QLD,Townsville,2024-09-08,Regular
C00354,Sophia,Chen,WA,Bunbury,2021-07-25,Premium
C00355,Liam,Kelly,WA,Bunbury,2024-08-26,Regular
C00356,Jack,Jones,VIC,Bendigo,2022-03-30,Budget
C00357,Amelia,Walker,VIC,Melbourne,2022-06-26,Regular
C00358,Sebastian,Green,NSW,Newcastle,2023-09-19,Premium
C00359,Alexander,Thompson,VIC,Melbourne,2022-03-10,Premium
C00360,Oliver,Harris,NT,Darwin,2024-05-12,Regular
C00361,Zoe,Wright,SA,Mount Gambier,2024-06-23,Regular
C00362,Jack,Martin,QLD,Sunshine Coast,2024-11-01,Regular
C00363,Lily,Johnson,VIC,Geelong,2023-01-31,Budget
C00364,Alexander,Green,QLD,Townsville,2023-03-12,Regular
C00365,Lucas,Robinson,SA,Mount Gambier,2023-01-11,Regular
C00366,Ethan,Wilson,VIC,Bendigo,2023-05-08,Budget
C00367,Harper,Chen,NSW,Wollongong,2021-11-09,Regular
C00368,Alexander,Martin,NSW,Central Coast,2022-08-13,Regular
C00369,Daniel,Kelly,SA,Mount Gambier,2022-03-09,Regular
C00370,Jack,Jones,NSW,Sydney,2024-05-23,Regular
C00371,Zoe,Wilson,NSW,Wollongong,2024-01-24,Regular
C00372,Ruby,Scott,NSW,Newcastle,2023-09-12,Premium
C00373,Grace,Jones,VIC,Geelong,2023-01-10,Regular
C00374,Daniel,Lewis,SA,Adelaide,2024-08-19,Regular
C00375,Isla,Taylor,WA,Perth,2022-05-25,Regular
C00376,Oliver,Green,SA,Adelaide,2023-08-23,Budget
C00377,Chloe,King,QLD,Sunshine Coast,2021-08-16,Regular
C00378,Grace,Robinson,NSW,Wollongong,2023-01-04,Regular
C00379,Charlotte,Hall,VIC,Geelong,2024-03-29,Regular
C00380,Lily,Taylor,NSW,Newcastle,2023-12-27,Premium
C00381,Zoe,Johnson,NSW,Wollongong,2023-01-26,Premium
C00382,Emma,Thomas,NSW,Central Coast,2023-10-24,Premium
C00383,Mason,White,QLD,Gold Coast,2022-03-15,Regular
C00384,Sophia,Thompson,NSW,Central Coast,2022-09-26,Regular
C00385,Lily,White,NSW,Sydney,2022-11-18,Premium
C00386,Mia,Singh,NSW,Sydney,2024-01-10,Regular
C00387,William,Nguyen,VIC,Ballarat,2022-01-27,Premium
C00388,Harper,Lewis,QLD,Gold Coast,2022-03-01,Regular
C00389,Mason,Lee,ACT,Canberra,2023-09-30,Budget
C00390,Sebastian,Wright,QLD,Gold Coast,2022-10-20,Premium
C00391,James,Williams,WA,Bunbury,2023-12-02,Premium
C00392,Ruby,Ryan,SA,Adelaide,2021-10-05,Budget
C00393,Ella,Harris,NSW,Newcastle,2022-05-03,Regular
C00394,Ruby,Ryan,NSW,Newcastle,2024-09-07,Regular
C00395,Thomas,Harris,VIC,Melbourne,2023-12-16,Regular
C00396,Mia,Martin,VIC,Bendigo,2023-02-22,Budget
C00397,Liam,Walker,WA,Bunbury,2022-08-21,Premium
C00398,Mason,Scott,VIC,Melbourne,2024-06-13,Budget
C00399,Oliver,Young,NSW,Central Coast,2021-08-04,Regular
C00400,Mia,Harris,NSW,Central Coast,2023-07-07,Budget
C00401,Lucas,Wright,WA,Fremantle,2023-07-10,Regular
C00402,Alexander,Thomas,VIC,Ballarat,2022-01-29,Regular
C00403,William,Harris,VIC,Geelong,2021-06-08,Budget
C00404,Jack,White,QLD,Townsville,2024-05-25,Regular
C00405,Ruby,Lewis,VIC,Geelong,2022-12-17,Regular
C00406,Mason,Scott,QLD,Brisbane,2023-10-07,Premium
C00407,Sebastian,Jones,SA,Adelaide,2022-07-28,Regular
C00408,Mia,Harris,VIC,Melbourne,2022-10-15,Budget
C00409,William,White,NSW,Newcastle,2021-09-24,Regular
C00410,Sebastian,Young,WA,Bunbury,2024-08-23,Regular
C00411,Ava,Singh,QLD,Sunshine Coast,2022-09-29,Regular
C00412,Alexander,Kelly,VIC,Bendigo,2023-02-06,Regular
C00413,Liam,Nguyen,WA,Perth,2023-10-23,Premium
C00414,Thomas,Walker,SA,Mount Gambier,2024-05-10,Regular
C00415,Henry,White,NSW,Central Coast,2022-06-12,Budget
C00416,Mason,Jones,WA,Fremantle,2022-03-23,Budget
